Category,Delta Q,Delta SST,Fractional Julian Days,Julian Days,Key,Latitude,Longitude,Maximum Wind Speed,Minimum Pressure,Mixed Layer Depth,Name,Predicted Wind,Record Identifiers,Status Values,Storm Classification,Year
,0.0012042836938195023,-1.6099854,157.25,158,ALBERTO1982,25.5,277.0,25,1010,16.901806,ALBERTO,-23.01095446809874,,2,TD,1982
,0.001236046283378655,-1.6999817,157.5,158,ALBERTO1982,25.5,277.4,20,1010,15.83042,ALBERTO,-22.17227928183294,,2,TD,1982
,0.00126451589594909,0.19000244,169.0,169,UNNAMED1982,25.8,273.6,25,1004,20.2925,UNNAMED,3.1051232146943875,,6,SD,1982
,0.0001543790325786651,1.1600037,169.25,170,UNNAMED1982,27.1,275.4,30,1003,14.676829,UNNAMED,112.30825891356481,,6,SD,1982
,0.0008969762388768392,2.9100037,169.5,170,UNNAMED1982,28.7,277.2,40,999,17.49692,UNNAMED,57.80728850450644,,7,SS,1982
,0.0010727037926006114,0.75,169.75,170,UNNAMED1982,31.4,279.7,60,992,19.204706,UNNAMED,13.674061213160915,,7,SS,1982
,0.0006486297126187188,0.61001587,170.0,170,UNNAMED1982,32.5,280.8,60,992,19.204706,UNNAMED,18.39333015500362,,7,SS,1982
,0.0012819106840859362,-1.3699951,170.25,171,UNNAMED1982,33.9,282.2,60,992,16.333845,UNNAMED,-17.776984381968663,,7,SS,1982
,0.0006670703396762529,-0.6799927,170.5,171,UNNAMED1982,35.3,284.0,60,992,13.282143,UNNAMED,-13.788249996736406,,7,SS,1982
,0.002121858666327421,-0.5499878,170.75,171,UNNAMED1982,37.1,287.0,60,992,12.722032,UNNAMED,-3.3581606805570767,,7,SS,1982
,7.073404562763647e-05,-0.17001343,171.0,171,UNNAMED1982,39.5,290.0,60,992,13.462501,UNNAMED,-32.952537662931995,,7,SS,1982
,0.0008694351242544479,2.4100037,171.25,172,UNNAMED1982,42.5,294.5,60,988,13.922812,UNNAMED,39.3021129653833,,7,SS,1982
,0.001248048811690136,0.7000122,171.5,172,UNNAMED1982,44.5,300.0,60,984,13.784374,UNNAMED,7.873530293773084,,7,SS,1982
,0.0016399307063335276,0.9700012,171.75,172,UNNAMED1982,45.4,304.0,60,990,14.194688,UNNAMED,8.5502937312975,,5,EX,1982
,0.007295980209913313,-0.269989,240.5,241,BERYL1982,13.7,337.8,30,1008,16.440731,BERYL,-0.6195722741923246,,2,TD,1982
,0.007604944298444716,0.94000244,240.75,241,BERYL1982,13.9,337.3,35,1006,16.440731,BERYL,2.0694859105478165,,3,TS,1982
,0.007970369042040223,2.6500244,241.0,241,BERYL1982,14.1,336.4,35,1005,19.358984,BERYL,6.554844755346974,,3,TS,1982
,0.00851182227641132,0.3500061,241.25,242,BERYL1982,14.5,335.1,40,1003,19.358984,BERYL,0.8106698782789251,,3,TS,1982
,0.008958508953446468,-0.3999939,241.5,242,BERYL1982,14.9,333.7,45,1002,22.552784,BERYL,-1.0254776447106193,,3,TS,1982
,0.009041390086714764,0.23001099,241.75,242,BERYL1982,15.3,332.3,45,1000,30.392775,BERYL,0.7873940474146076,,3,TS,1982
,0.009230884683604569,0.42999268,242.0,242,BERYL1982,15.7,330.9,50,999,28.424248,BERYL,1.3483887404415558,,3,TS,1982
,0.009102660112010105,0.75,242.25,243,BERYL1982,16.0,329.4,50,998,28.424248,BERYL,2.3850106432603204,,3,TS,1982
,0.00912448479203999,-0.480011,242.5,243,BERYL1982,16.3,327.9,50,996,33.71822,BERYL,-1.8064080820867732,,3,TS,1982
,0.009254874126221595,-0.7000122,242.75,243,BERYL1982,16.7,326.4,55,995,36.941135,BERYL,-2.8454682344856863,,3,TS,1982
,0.009260506987490327,0.040008545,243.0,243,BERYL1982,17.0,325.0,55,993,35.398525,BERYL,0.155744086929191,,3,TS,1982
,0.008868032327723648,0.42999268,243.25,244,BERYL1982,17.2,323.6,60,992,35.21159,BERYL,1.7387127130472848,,3,TS,1982
,0.008667231609103161,0.45999146,243.5,244,BERYL1982,17.7,322.2,60,991,34.1928,BERYL,1.8480444614253604,,3,TS,1982
,0.00861895428024538,-0.17001343,243.75,244,BERYL1982,18.0,321.0,60,990,38.52254,BERYL,-0.7738414314900796,,3,TS,1982
,0.008656206700098708,-0.48999023,244.0,244,BERYL1982,18.3,320.0,60,989,38.52254,BERYL,-2.220665460833312,,3,TS,1982
,0.00853245637524391,-0.6499939,244.25,245,BERYL1982,18.6,319.1,60,998,38.52254,BERYL,-2.9885362889439215,,3,TS,1982
,0.008614410612523157,-0.789978,244.5,245,BERYL1982,18.8,318.3,60,998,42.72421,BERYL,-3.989990642911383,,3,TS,1982
,0.00861127356664077,-1.1799927,244.75,245,BERYL1982,19.0,317.6,60,990,42.72421,BERYL,-5.962032780886555,,3,TS,1982
,0.008690491957298357,-0.91000366,245.0,245,BERYL1982,19.2,316.8,55,994,42.024117,BERYL,-4.481318123149214,,3,TS,1982
,0.00898940161842474,-0.38000488,245.25,246,BERYL1982,19.4,315.9,45,1000,42.024117,BERYL,-1.8091117328858068,,3,TS,1982
,0.009087709162561079,-1.0,245.5,246,BERYL1982,19.7,314.9,35,1005,43.84075,BERYL,-4.912832720161476,,3,TS,1982
,0.009021094740220052,-1.1099854,245.75,246,BERYL1982,19.9,313.8,30,1008,43.84075,BERYL,-5.493440185927185,,2,TD,1982
,0.008718424399059135,-0.73999023,246.0,246,BERYL1982,20.1,312.6,30,1009,41.3127,BERYL,-3.5709185929330527,,2,TD,1982
,0.008726830332132762,0.08001709,246.25,247,BERYL1982,20.1,311.4,30,1009,41.3127,BERYL,0.3857608829717321,,2,TD,1982
,0.00878749911208395,0.35998535,246.5,247,BERYL1982,20.0,310.2,30,1006,39.419735,BERYL,1.6445293914787245,,2,TD,1982
,0.008726718848112738,-0.2000122,246.75,247,BERYL1982,20.0,309.0,30,1006,39.130993,BERYL,-0.913344862753193,,2,TD,1982
,0.008637705171200053,-0.20999146,247.0,247,BERYL1982,19.9,308.1,30,1008,39.130993,BERYL,-0.9687964065096107,,2,TD,1982
,0.00851072519528109,1.039978,247.25,248,BERYL1982,19.9,307.1,30,1009,39.130993,BERYL,4.869528013075369,,2,TD,1982
,0.008391909582485747,0.98999023,247.5,248,BERYL1982,19.8,306.2,30,1009,36.408504,BERYL,4.374025996634721,,2,TD,1982
,0.008420530468772818,0.6499939,247.75,248,BERYL1982,19.7,305.1,30,1009,36.408504,BERYL,2.862075409060043,,2,TD,1982
,0.008359750204801602,1.25,248.0,248,BERYL1982,19.6,304.1,30,1009,34.28226,BERYL,5.220289318408534,,2,TD,1982
,0.008161336710130428,0.5700073,248.25,249,BERYL1982,19.4,303.0,25,1009,35.56431,BERYL,2.5295420895812595,,2,TD,1982
,0.008007621461893547,1.25,248.5,249,BERYL1982,19.4,301.7,25,1010,35.56431,BERYL,5.653654280027814,,2,TD,1982
,0.007885668803215819,1.3300171,248.75,249,BERYL1982,19.5,300.3,30,1010,36.84938,BERYL,6.329323368452145,,2,TD,1982
,0.007843738640858064,0.8299866,249.0,249,BERYL1982,19.7,299.0,30,1010,40.37143,BERYL,4.350412959795728,,2,TD,1982
,0.00767431033689011,0.30999756,249.25,250,BERYL1982,19.8,297.7,30,1010,40.37143,BERYL,1.6607392428570638,,2,TD,1982
,0.007540985886888736,0.22998047,249.5,250,BERYL1982,20.0,296.4,25,1010,42.644062,BERYL,1.3244324058115375,,2,TD,1982
,0.007366258924571722,0.9399719,249.0,249,UNNAMED1982,16.8,307.0,20,-999,34.66381,UNNAMED,4.504562439957751,,2,TD,1982
,0.007399567955049806,0.08999634,249.25,250,UNNAMED1982,16.9,305.9,25,-999,34.66381,UNNAMED,0.4293418115469829,,2,TD,1982
,0.007336827037402099,-0.07998657,249.5,250,UNNAMED1982,17.0,304.9,25,-999,36.279396,UNNAMED,-0.40278868211508,,2,TD,1982
,0.007003554797074325,-0.16998291,249.75,250,UNNAMED1982,17.7,303.8,30,-999,35.701416,UNNAMED,-0.8824306331508469,,2,TD,1982
,0.006905914420668728,0.33999634,250.0,250,UNNAMED1982,18.0,302.8,30,-999,36.99615,UNNAMED,1.854889296348035,,2,TD,1982
,0.006799360095580801,0.22998047,250.25,251,UNNAMED1982,18.6,301.8,30,-999,36.99615,UNNAMED,1.274347469097954,,2,TD,1982
,0.006941455741765853,0.11999512,250.5,251,UNNAMED1982,19.0,301.0,30,-999,36.645752,UNNAMED,0.6451267614906769,,2,TD,1982
,0.006642959526596232,-0.11999512,250.75,251,UNNAMED1982,19.5,299.8,30,-999,36.84938,UNNAMED,-0.6778608685766747,,2,TD,1982
,0.006238904013864,0.25997925,251.0,251,UNNAMED1982,20.0,298.8,30,-999,40.37143,UNNAMED,1.7132191144222755,,2,TD,1982
,0.005065635961404139,-0.040008545,251.25,252,UNNAMED1982,20.4,297.8,30,-999,40.37143,UNNAMED,-0.3247142233951845,,2,TD,1982
,0.005451709237705597,-0.25,251.5,252,UNNAMED1982,21.0,297.0,30,-999,42.644062,UNNAMED,-1.991472415266134,,2,TD,1982
,0.005798769854117602,-0.1000061,251.75,252,UNNAMED1982,21.8,296.0,30,-999,43.938835,UNNAMED,-0.7716983615991856,,2,TD,1982
,0.006095383142938202,0.009979248,252.0,252,UNNAMED1982,22.4,295.1,25,-999,43.938835,UNNAMED,0.07325777976783608,,2,TD,1982
,0.005394493799159076,-0.29000854,252.25,253,UNNAMED1982,23.2,294.5,25,-999,39.923435,UNNAMED,-2.185729451602869,,2,TD,1982
,0.005704557678497039,-0.26000977,252.5,253,UNNAMED1982,24.0,294.0,20,-999,39.923435,UNNAMED,-1.8531219161200838,,2,TD,1982
,0.005537595851608717,0.9700012,252.0,252,CHRIS1982,26.2,269.0,25,1010,31.496542,CHRIS,5.6185248264710435,,6,SD,1982
,0.005537755119814601,0.35998535,252.25,253,CHRIS1982,26.3,268.3,25,1010,31.496542,CHRIS,2.085078267218066,,6,SD,1982
,0.0056483359871686845,0.23001099,252.5,253,CHRIS1982,26.4,267.7,25,1009,31.496542,CHRIS,1.3061688965818086,,6,SD,1982
,0.0054976274301365875,0.7200012,252.75,253,CHRIS1982,26.6,267.0,30,1009,33.542053,CHRIS,4.473587917772763,,6,SD,1982
,0.005444368873990291,0.8200073,253.0,253,CHRIS1982,26.8,266.9,30,1008,33.542053,CHRIS,5.14479693469553,,2,TD,1982
,0.005845103650831535,0.3300171,253.25,254,CHRIS1982,26.9,266.0,30,1007,33.542053,CHRIS,1.9286004428964032,,2,TD,1982
,0.005643477628241734,0.6199951,253.5,254,CHRIS1982,27.3,265.8,35,1005,25.630634,CHRIS,2.8675382571047803,,3,TS,1982
,0.005203497757178092,0.8999939,253.75,254,CHRIS1982,27.9,265.9,45,1001,25.630634,CHRIS,4.514523850489279,,3,TS,1982
,0.0055771756260835186,0.5799866,254.0,254,CHRIS1982,28.4,265.9,50,1000,25.630634,CHRIS,2.7143845680314054,,3,TS,1982
,0.006272385950560819,-0.25,254.25,255,CHRIS1982,29.0,266.0,50,997,25.630634,CHRIS,-1.0403392756255996,,3,TS,1982
,0.0048847504216510025,-0.6499939,256.5,257,DEBBY1982,19.8,290.5,30,1010,40.791924,DEBBY,-5.527763950844127,,2,TD,1982
,0.005049043877851295,-0.66000366,256.75,257,DEBBY1982,20.8,289.8,30,1009,40.791924,DEBBY,-5.430249573898531,,2,TD,1982
,0.005183540468941424,-0.7000122,257.0,257,DEBBY1982,21.5,289.0,30,1009,40.95125,DEBBY,-5.631896543167549,,2,TD,1982
,0.006081949305685529,-0.05001831,257.25,258,DEBBY1982,22.4,288.2,30,1008,40.95125,DEBBY,-0.3429744521805474,,2,TD,1982
,0.005256931517935107,0.27001953,257.5,258,DEBBY1982,23.5,288.1,35,1006,38.667816,DEBBY,2.0226507958955677,,3,TS,1982
,0.0048353754221621,0.17999268,257.75,258,DEBBY1982,24.6,288.2,55,1000,38.667816,DEBBY,1.465826891349801,,3,TS,1982
1.0,0.004925995306373904,0.58999634,258.0,258,DEBBY1982,25.6,289.0,65,993,35.72125,DEBBY,4.357028075887496,,4,HU,1982
1.0,0.004687230189995003,1.2399902,258.25,259,DEBBY1982,26.7,289.7,65,990,35.470314,DEBBY,9.5559841564607,,4,HU,1982
1.0,0.0032719872266823574,1.3499756,258.5,259,DEBBY1982,27.8,290.4,75,980,31.465311,DEBBY,13.220709094248594,,4,HU,1982
2.0,0.004178747948687181,0.30999756,258.75,259,DEBBY1982,29.0,291.5,90,969,31.439062,DEBBY,2.375144759361713,,4,HU,1982
2.0,0.0040206842280689215,0.48999023,259.0,259,DEBBY1982,30.5,292.5,95,966,31.001247,DEBBY,3.847468140322007,,4,HU,1982
2.0,0.0035149958781338607,-0.5,259.25,260,DEBBY1982,32.1,293.3,95,966,32.40188,DEBBY,-4.693791309654348,,4,HU,1982
2.0,0.002811514232902594,-0.2000122,259.5,260,DEBBY1982,33.6,294.2,95,966,35.582188,DEBBY,-2.5778477647794094,,4,HU,1982
2.0,0.002408781327142095,0.6199951,259.75,260,DEBBY1982,35.1,294.4,95,966,43.226246,DEBBY,11.330441109386818,,4,HU,1982
2.0,0.0024649494487896974,0.47998047,260.0,260,DEBBY1982,36.4,294.4,95,966,43.226246,DEBBY,8.571789015944665,,4,HU,1982
2.0,0.002173799717332593,-0.25,260.25,261,DEBBY1982,36.8,294.4,95,966,43.226246,DEBBY,-5.062632528787825,,4,HU,1982
2.0,0.0017861391055833675,-1.0800171,260.5,261,DEBBY1982,37.1,295.0,95,966,36.107502,DEBBY,-22.234184110077226,,4,HU,1982
3.0,0.0007441294543111352,-0.79000854,260.75,261,DEBBY1982,37.6,296.5,100,960,39.392498,DEBBY,-42.58976270845703,,4,HU,1982
4.0,0.00025512159398776227,-1.9400024,261.0,261,DEBBY1982,38.8,297.7,115,950,40.044685,DEBBY,-310.10469928113235,,4,HU,1982
3.0,0.00081227904613187,-0.010009766,261.25,262,DEBBY1982,40.1,299.3,110,952,32.9,DEBBY,-0.41287917829466364,,4,HU,1982
3.0,-0.0011337069893869595,-1.0899963,261.5,262,DEBBY1982,41.6,301.5,110,954,26.18875,DEBBY,25.641733268583618,,4,HU,1982
3.0,-0.0010721807195060839,-0.3500061,261.75,262,DEBBY1982,43.5,303.9,100,960,19.302498,DEBBY,6.416963110151817,,4,HU,1982
2.0,-0.00024131065665503916,1.4900208,262.0,262,DEBBY1982,45.3,306.5,90,970,16.659063,DEBBY,-104.7550093632588,,4,HU,1982
1.0,0.000654730464279215,0.26000977,262.25,263,DEBBY1982,47.0,309.5,75,979,18.498125,DEBBY,7.4810615447026585,,4,HU,1982
1.0,0.0013020209838744369,0.1499939,262.5,263,DEBBY1982,48.5,312.9,70,987,18.623438,DEBBY,2.1848612558142095,,4,HU,1982
1.0,0.0010728115012973386,0.6699829,262.75,263,DEBBY1982,50.0,316.5,70,987,24.677187,DEBBY,15.694387115826043,,4,HU,1982
1.0,0.000215458921150255,-1.9400024,263.0,263,DEBBY1982,50.8,321.0,70,987,31.094688,DEBBY,-285.1231037274015,,4,HU,1982
,-0.00011192205799367277,0.88998413,263.25,264,DEBBY1982,51.5,326.5,60,993,37.908432,DEBBY,-306.9805090386436,,3,TS,1982
,-0.0005225134001372051,0.32998657,263.5,264,DEBBY1982,51.8,333.4,50,996,36.20557,DEBBY,-23.285342605135387,,3,TS,1982
,-0.001214593685652107,-0.08999634,263.75,264,DEBBY1982,51.5,341.0,50,996,41.799374,DEBBY,3.154074864490938,,5,EX,1982
,0.005654168745300253,-0.05999756,267.0,267,UNNAMED1982,25.3,288.5,20,-999,35.72125,UNNAMED,-0.38601114962180916,,2,TD,1982
,0.005796958719215314,-0.13000488,267.25,268,UNNAMED1982,26.0,287.5,25,-999,35.72125,UNNAMED,-0.8158202717399775,,2,TD,1982
,0.0037888214404213014,0.13000488,267.5,268,UNNAMED1982,27.1,287.0,25,-999,33.768124,UNNAMED,1.1799697125406021,,2,TD,1982
,0.0031866965804796844,0.2999878,267.75,268,UNNAMED1982,28.1,287.9,30,-999,33.043438,UNNAMED,3.1677908506893178,,2,TD,1982
,0.0038528861143921934,-0.019989014,268.0,268,UNNAMED1982,29.0,288.5,30,-999,33.043438,UNNAMED,-0.17458174276364877,,2,TD,1982
,0.0035474236572831316,0.2000122,268.25,269,UNNAMED1982,30.0,289.4,30,-999,30.385313,UNNAMED,1.7446791220484894,,2,TD,1982
,0.002427542320207133,-0.44000244,268.5,269,UNNAMED1982,31.0,290.4,30,-999,30.385313,UNNAMED,-5.608676564639592,,2,TD,1982
,0.00211571756395236,-0.35998535,268.75,269,UNNAMED1982,32.3,291.5,30,-999,32.770313,UNNAMED,-5.6782712584852,,2,TD,1982
,0.001914297954540272,-0.26000977,269.0,269,UNNAMED1982,33.5,292.5,30,-999,35.681248,UNNAMED,-4.935470518599408,,2,TD,1982
,0.005029238382406157,-0.20999146,269.25,270,UNNAMED1982,34.8,293.8,30,-999,54.176876,UNNAMED,-2.3036779521263315,,2,TD,1982
,0.005826821517499789,-0.54000854,269.5,270,UNNAMED1982,36.0,295.0,30,-999,62.082497,UNNAMED,-5.859310263061679,,2,TD,1982
,0.007566971596050555,-0.6199951,269.75,270,UNNAMED1982,37.0,296.0,30,-999,59.81719,UNNAMED,-4.9911493496742425,,2,TD,1982
,0.0035347048642917506,-0.049987793,270.0,270,UNNAMED1982,38.0,297.0,25,-999,48.618748,UNNAMED,-0.7002014057634989,,2,TD,1982
,0.004279292042481399,-1.8399963,270.25,271,UNNAMED1982,39.2,298.5,25,-999,36.33781,UNNAMED,-15.911539215223316,,2,TD,1982
,0.004110201311584755,-1.210022,270.5,271,UNNAMED1982,40.1,299.9,20,-999,43.868126,UNNAMED,-13.151874305611583,,2,TD,1982
,0.006815823584203004,0.1499939,273.5,274,ERNESTO1982,24.8,294.6,30,1006,42.866566,ERNESTO,0.9606879476922654,,2,TD,1982
,0.006864908126320436,0.1499939,273.75,274,ERNESTO1982,25.3,293.2,30,1005,40.824375,ERNESTO,0.9083784216688544,,2,TD,1982
,0.006220930082192074,0.6799927,274.0,274,ERNESTO1982,25.9,292.6,30,1005,42.88,ERNESTO,4.773227204761717,,2,TD,1982
,0.005633466346854054,-0.480011,274.25,275,ERNESTO1982,26.5,292.2,35,1004,42.88,ERNESTO,-3.7208200413740964,,3,TS,1982
,0.005552265281154075,-0.70999146,274.5,275,ERNESTO1982,27.3,292.3,40,1003,40.15531,ERNESTO,-5.229188760550429,,3,TS,1982
,0.0055157657427496645,-0.49002075,274.75,275,ERNESTO1982,27.9,292.9,50,1000,40.15531,ERNESTO,-3.632955384402114,,3,TS,1982
,0.006014429015456785,0.34002686,275.0,275,ERNESTO1982,28.5,293.8,60,997,39.94781,ERNESTO,2.2999596055644753,,3,TS,1982
,0.006985872915024737,-0.17001343,275.25,276,ERNESTO1982,29.1,294.9,55,997,40.869057,ERNESTO,-1.0128976454961875,,3,TS,1982
,0.006991434643666651,-0.05999756,275.5,276,ERNESTO1982,29.8,297.0,50,998,37.88344,ERNESTO,-0.3310739938505377,,3,TS,1982
,0.006561946948247504,0.83999634,275.75,276,ERNESTO1982,30.5,299.5,45,1001,37.49575,ERNESTO,4.888044293697204,,3,TS,1982
,0.0056531493318107105,0.4500122,276.0,276,ERNESTO1982,32.0,302.0,40,1003,43.424812,ERNESTO,3.520304185082376,,5,EX,1982
,0.007577500295709569,0.35998535,204.5,205,UNNAMED1983,10.0,322.0,20,-999,34.47118,UNNAMED,1.6677210931773514,,2,TD,1983
,0.007445143161846905,0.30999756,204.75,205,UNNAMED1983,10.2,320.6,25,-999,29.198221,UNNAMED,1.238083739770129,,2,TD,1983
,0.007347460862838655,-0.039978027,205.0,205,UNNAMED1983,10.7,319.2,25,-999,29.198221,UNNAMED,-0.16178895831130205,,2,TD,1983
,0.007537849843028344,-0.16000366,205.25,206,UNNAMED1983,10.9,317.9,30,-999,32.256245,UNNAMED,-0.6972758927953623,,2,TD,1983
,0.0074676584414099766,0.33999634,205.5,206,UNNAMED1983,11.0,316.6,30,-999,34.375412,UNNAMED,1.593845095438951,,2,TD,1983
,0.007708254415389387,-0.37002563,205.75,206,UNNAMED1983,11.2,315.1,30,-999,45.525024,UNNAMED,-2.2255346706832886,,2,TD,1983
,0.007989406211047174,-0.58999634,206.0,206,UNNAMED1983,11.6,313.8,30,-999,41.724415,UNNAMED,-3.137859347236855,,2,TD,1983
,0.007354102871777481,0.13000488,206.25,207,UNNAMED1983,11.8,312.2,30,-999,40.928196,UNNAMED,0.7368192618816461,,2,TD,1983
,0.007338025511630257,0.6000061,206.5,207,UNNAMED1983,12.0,311.0,30,-999,43.44804,UNNAMED,3.6178873961653695,,2,TD,1983
,0.0073733914372167905,0.3999939,206.75,207,UNNAMED1983,12.1,309.5,30,-999,43.44804,UNNAMED,2.4002952679974556,,2,TD,1983
,0.0072871226754511916,0.06997681,207.0,207,UNNAMED1983,12.2,308.0,30,-999,36.8356,UNNAMED,0.36022530161670135,,2,TD,1983
,0.00571566612785817,-0.70999146,207.25,208,UNNAMED1983,12.4,306.9,30,-999,29.892063,UNNAMED,-3.7813821144404116,,2,TD,1983
,0.005491628923551546,-0.4199829,207.5,208,UNNAMED1983,12.6,305.5,30,-999,29.892063,UNNAMED,-2.3280630117071777,,2,TD,1983
,0.005578963010301755,-0.4199829,207.75,208,UNNAMED1983,13.0,304.0,30,-999,33.518963,UNNAMED,-2.5696685775851043,,2,TD,1983
,0.005757513340923847,-0.9500122,208.0,208,UNNAMED1983,13.1,302.8,30,-999,43.204113,UNNAMED,-7.259851397399567,,2,TD,1983
,0.005440320772140815,-1.0600281,208.25,209,UNNAMED1983,13.3,301.2,30,-999,43.204113,UNNAMED,-8.572872393524982,,2,TD,1983
,0.00543497823142294,-0.8999939,208.5,209,UNNAMED1983,13.7,299.9,30,-999,38.295,UNNAMED,-6.457913347759688,,2,TD,1983
,0.005617375776609743,-1.4500122,208.75,209,UNNAMED1983,13.9,298.2,30,-999,33.10938,UNNAMED,-8.70357385751788,,2,TD,1983
,0.005417781232342975,-1.2599792,209.0,209,UNNAMED1983,14.0,297.0,25,-999,36.597458,UNNAMED,-8.66764773371463,,2,TD,1983
,0.005292232076620048,-1.2599792,209.25,210,UNNAMED1983,14.2,295.4,25,-999,34.761246,UNNAMED,-8.428072218390543,,2,TD,1983
,0.005542731073818131,-0.5800171,209.5,210,UNNAMED1983,14.6,294.0,20,-999,33.408123,UNNAMED,-3.560225147430369,,2,TD,1983
,0.0052963857191793,-1.0500183,209.75,210,UNNAMED1983,15.0,292.5,20,-999,36.958435,UNNAMED,-7.46172510219869,,2,TD,1983
,0.007715961656800245,-0.08001709,208.5,209,UNNAMED1983,12.0,333.0,25,-999,26.31892,UNNAMED,-0.27795159006553943,,2,TD,1983
,0.007724980663712102,-0.11001587,208.75,209,UNNAMED1983,12.0,331.5,25,-999,26.31892,UNNAMED,-0.381710761700644,,2,TD,1983
,0.007597538174740199,0.11001587,209.0,209,UNNAMED1983,12.0,330.3,25,-999,31.73314,UNNAMED,0.46795480272742423,,2,TD,1983
,0.007051587230950458,0.80999756,209.25,210,UNNAMED1983,12.0,329.0,25,-999,25.811384,UNNAMED,3.019371334214531,,2,TD,1983
,0.006957445780287737,0.51000977,209.5,210,UNNAMED1983,12.1,327.9,30,-999,25.811384,UNNAMED,1.926852016459741,,2,TD,1983
,0.006908182405812577,-0.6300049,209.75,210,UNNAMED1983,12.5,326.2,30,-999,26.929535,UNNAMED,-2.501021223594126,,2,TD,1983
,0.006584317335355069,0.36001587,210.0,210,UNNAMED1983,12.9,324.8,30,-999,26.906796,UNNAMED,1.4982396067635282,,2,TD,1983
,0.007546872507187975,1.8000183,210.25,211,UNNAMED1983,13.1,323.1,30,-999,33.594673,UNNAMED,8.159973246459321,,2,TD,1983
,0.007355861386044091,2.119995,210.5,211,UNNAMED1983,13.6,321.6,30,-999,36.54246,UNNAMED,10.725252508645323,,2,TD,1983
,0.007298892653006022,1.0100098,210.75,211,UNNAMED1983,13.9,320.1,30,-999,32.893154,UNNAMED,4.635349892676396,,2,TD,1983
,0.007199510915241725,1.6300049,211.0,211,UNNAMED1983,14.1,318.8,30,-999,29.079296,UNNAMED,6.704682331999528,,2,TD,1983
,0.007515916564591201,2.25,211.25,212,UNNAMED1983,14.4,317.4,30,-999,29.079296,UNNAMED,8.865288285129338,,2,TD,1983
,0.0075086581786227395,0.9199829,211.5,212,UNNAMED1983,14.7,316.0,30,-999,35.100468,UNNAMED,4.379643229672581,,2,TD,1983
,0.00753746136954082,-0.19000244,211.75,212,UNNAMED1983,15.0,314.5,30,-999,38.78808,UNNAMED,-0.99572807129442,,2,TD,1983
,0.006851314674339921,0.10998535,212.0,212,UNNAMED1983,15.3,312.9,30,-999,40.77944,UNNAMED,0.666669543116676,,2,TD,1983
,0.006681878039685413,0.47000122,212.25,213,UNNAMED1983,15.7,311.2,30,-999,40.77944,UNNAMED,2.9211248789307853,,2,TD,1983
,0.00651809212495846,0.1800232,212.5,213,UNNAMED1983,16.0,309.8,30,-999,39.77531,UNNAMED,1.118742020347338,,2,TD,1983
,0.006348240146778001,0.1000061,212.75,213,UNNAMED1983,16.2,308.0,30,-999,38.45073,UNNAMED,0.6168593423585931,,2,TD,1983
,0.0062782629573998085,1.8800049,213.0,213,UNNAMED1983,16.7,306.2,25,-999,33.28457,UNNAMED,10.15011155775857,,2,TD,1983
